Trace,Search,Category,State,Event start,End,baseline pa,peak amp,time to peak,time of peak,antipeak a,time to antipeak,time of antipeak,half width,half amplitude,time to rise,time to decay,rise tau,decay tau,max rise slope,time to max rise slope,max decay,time to max decay slope,rise slope 10% to 90%,decay slope 90% to 10%,decay time,area pH,area pA,instant freq,interevent interval,sd of fit,template
15,1,1,A,2019.39856,2021.804688,1.991999984,-41.66485214,0.8984375,2020.296997,-14.80938244,0,2019.39856,Not found,-20.83242607,Not found,Not found,0.312826604,0.417019099,-66.1057663,0.05078125,30.04807663,1.35546875,Not found,Not found,Not found,Not found,-85.49317169,5.694959641,175.5938721,N/A,N/A
15,1,1,A,2047.89856,2049.390869,1.991999984,-43.49590683,0.703125,2048.601563,-20.91289902,0,2047.89856,Not found,-21.74795341,Not found,Not found,1.384643912,1.830192924,-52.08333206,0.3515625,30.04807663,0.24609375,Not found,Not found,Not found,Not found,-50.44157791,35.3298378,28.3046875,N/A,N/A
15,1,1,A,2123.297119,2125,1.991999984,-40.44414902,0.8046875,2124.101807,-14.80938244,0,2123.297119,Not found,-20.22207451,Not found,Not found,0.42169556,0.533381224,-60.09615326,0.05078125,30.04807663,0.74609375,Not found,Not found,Not found,Not found,-55.55860901,13.24502182,75.50006104,N/A,N/A
15,1,1,A,2163,2164.601563,1.991999984,-38.00274277,0.6015625,2163.601563,-10.5369215,0,2163,Not found,-19.00137138,0.17131719,Not found,0.908892691,0.38359955,-65.10416412,0.25,26.04166603,0.6484375,Not found,Not found,Not found,Not found,-48.63289261,25.31653595,39.49987411,N/A,N/A
15,1,1,A,2427.898438,2429.390869,1.991999984,-44.71660995,0.6015625,2428.5,-10.5369215,0,2427.898438,Not found,-22.35830498,0.137909368,Not found,0.357752442,1.03900671,-90.1442337,0.15234375,30.04807663,0.34765625,Not found,Not found,Not found,Not found,-51.00901413,3.775030851,264.8984985,N/A,N/A
15,1,1,A,2607.398438,2609.390869,1.991999984,-40.44414902,1,2608.398438,-19.69219589,0,2607.398438,Not found,-20.22207451,Not found,Not found,4.026362419,0.947802484,-36.05769348,0.05078125,30.04807663,0.44921875,Not found,Not found,Not found,Not found,-64.43138885,5.558691978,179.8984375,N/A,N/A
15,1,1,A,2861.601563,2863,1.991999984,-39.22344589,0.6015625,2862.203125,-3.212703228,0,2861.601563,Not found,-19.61172295,0.194488466,Not found,0.481558233,0.440846235,-97.65625,0.1484375,32.55208206,0.546875,-78.66739655,0.432161182,Not found,Not found,-40.98987961,3.940039396,253.8045654,N/A,N/A
15,1,1,A,2992.101563,2994.101563,1.991999984,-51.43047714,0.796875,2992.898438,-5.654109478,0,2992.101563,Not found,-25.71523857,0.295844942,Not found,0.98081702,2.658695698,-84.13461304,0.34765625,32.55208206,0.8515625,Not found,Not found,Not found,Not found,-71.21804047,7.651383877,130.6953125,N/A,N/A
15,1,1,A,3361.5,3363.804688,1.991999984,-63.02715683,0.703125,3362.203125,-5.043757915,0,3361.5,1.740498304,-31.51357841,0.247038215,1.98753643,0.627071559,2.883862972,-130.2083282,0.25,42.06730652,0.34765625,-106.9614258,0.494585872,Not found,Not found,-96.38208771,2.707790852,369.3047485,N/A,N/A
15,1,1,A,3415.898438,3417.304688,1.991999984,-44.71660995,0.5,3416.398438,-12.36797619,0,3415.898438,Not found,-22.35830498,0.110826038,Not found,0.378239483,1.354579568,-90.1442337,0.15234375,39.0625,0.3515625,Not found,Not found,Not found,Not found,-47.72407913,18.45175934,54.19537354,N/A,N/A
15,1,1,A,3528.898438,3530.390869,1.991999984,-31.89922714,0.8984375,3529.796875,-19.69219589,0,3528.898438,Not found,-15.94961357,Not found,Not found,0.519714892,0.144734845,-36.05769348,0.05078125,26.04166603,0.453125,Not found,Not found,Not found,Not found,-42.11123276,8.818463326,113.3984375,N/A,N/A
15,1,1,A,3660,3661.390869,1.991999984,-39.83379745,0.703125,3660.703125,-9.316218376,0,3660,Not found,-19.91689873,0.178825289,Not found,0.557364345,0.426994622,-66.1057663,0.15234375,32.55208206,0.546875,Not found,Not found,Not found,Not found,-42.42867279,7.639058113,130.906189,N/A,N/A
15,1,1,A,4456.5,4457.890625,1.991999984,-35.56133652,0.703125,4457.203125,-11.75762463,0,4456.5,Not found,-17.78066826,0.110379688,Not found,0.366895527,0.776989639,-60.09615326,0.15234375,24.03846169,0.34765625,Not found,Not found,Not found,Not found,-39.58672333,1.255492806,796.5,N/A,N/A
15,1,1,A,4584,4585.390625,1.991999984,-41.66485214,0.6015625,4584.601563,-10.5369215,0,4584,Not found,-20.83242607,0.192674711,Not found,1.180161953,2.124022007,-71.61458588,0.25,30.04807663,0.24609375,Not found,Not found,Not found,Not found,-42.63371277,7.84939003,127.3984375,N/A,N/A
15,1,1,A,4612.398438,4614.890625,1.991999984,-64.8582077,0.703125,4613.101563,-6.26446104,0,4612.398438,1.6656847,-32.42910385,0.239448145,1.905132771,0.557712615,3.971498489,-132.2115326,0.25390625,36.05769348,0.55078125,-117.7595673,0.491585702,Not found,Not found,-106.7787094,35.08764267,28.50006294,N/A,N/A
15,1,1,A,4629.796875,4631.304688,1.991999984,-39.22344589,0.6015625,4630.398438,-17.25078964,0,4629.796875,Not found,-19.61172295,Not found,Not found,0.782708406,1.122885227,-48.07692337,0.25390625,24.03846169,0.65234375,Not found,Not found,Not found,Not found,-46.92980194,57.81370163,17.29693794,N/A,N/A
15,1,1,A,4702.5,4704.601563,1.991999984,-55.09258652,1,4703.5,-23.35430527,0,4702.5,Not found,-27.54629326,0.2166899,Not found,3.719367504,0.879740179,-48.07692337,0.65234375,42.06730652,0.94921875,Not found,Not found,Not found,Not found,-87.10829163,13.6796217,73.10144043,N/A,N/A
15,1,1,A,4787.5,4789.390625,1.991999984,-49.59942245,0.703125,4788.203125,-5.043757915,0,4787.5,Not found,-24.79971123,0.230425954,Not found,0.558730662,4.697081566,-97.65625,0.25,36.05769348,0.44921875,Not found,Not found,Not found,Not found,-67.13301849,11.80593967,84.703125,N/A,N/A
15,1,1,A,4983,4985.101563,1.991999984,-53.87188339,1.1015625,4984.101563,-20.91289902,0,4983,1.781918764,-26.9359417,0.200446874,1.982365608,6.005203724,1.303838372,-45.57291794,0.75,42.06730652,0.44921875,Not found,Not found,Not found,Not found,-81.9107666,5.104685783,195.8984375,N/A,N/A
15,1,1,A,4998.296875,4999.601563,1.991999984,-37.3923912,0.5,4998.796875,-17.25078964,0,4998.296875,Not found,-18.6961956,Not found,Not found,0.304688185,4.332046032,-60.09615326,0.15234375,24.03846169,0.35546875,Not found,Not found,Not found,Not found,-39.54904938,68.04833221,14.69543743,N/A,N/A
16,1,1,A,131.5,133.6015625,1.991999984,-41.66485214,1.203125,132.703125,-14.19903088,0,131.5,Not found,-20.83242607,0.143176332,Not found,0.930721521,0.712140143,-48.07692337,0.05078125,30.04807663,0.74609375,Not found,Not found,Not found,Not found,-67.14311981,N/A,Not found,N/A,N/A
16,1,1,A,415.2969971,418.000061,1.991999984,-50.20977402,0.6015625,415.8985596,-8.095515251,0,415.2969971,Not found,-25.10488701,0.174169272,Not found,0.414932519,0.622032464,-108.1730804,0.15234375,32.55208206,0.8515625,Not found,Not found,Not found,Not found,-94.3147583,3.531130314,283.1954346,N/A,N/A
16,1,1,A,790.1015015,791.703064,1.991999984,-36.17168808,0.6015625,790.703064,-14.80938244,0,790.1015015,Not found,-18.08584404,Not found,Not found,0.427258193,0.788501382,-54.08654022,0.05078125,18.02884674,0.64453125,Not found,Not found,Not found,Not found,-47.92240524,2.66805768,374.8045044,N/A,N/A
16,1,1,A,824.5,825.8046875,1.991999984,-44.10625839,0.6015625,825.1015625,-8.705866814,0,824.5,Not found,-22.0531292,0.154836461,Not found,0.364480048,1.261257052,-91.14583588,0.25,36.05769348,0.24609375,Not found,Not found,Not found,Not found,-42.81538391,29.07103539,34.39849854,N/A,N/A
16,1,1,A,969,970.6015625,1.991999984,-44.10625839,0.6015625,969.6015625,-18.47149277,0,969,Not found,-22.0531292,Not found,Not found,0.477452487,2.530075073,-60.09615326,0.15234375,26.04166603,0.6484375,Not found,Not found,Not found,Not found,-55.27046585,6.920415401,144.5,N/A,N/A
16,1,1,A,1175.5,1176.804688,1.991999984,-36.17168808,0.703125,1176.203125,-20.30254745,0,1175.5,Not found,-18.08584404,Not found,Not found,0.607972682,0.263370693,-32.55208206,0.25,24.03846169,0.44921875,Not found,Not found,Not found,Not found,-40.14032745,4.84023428,206.6015625,N/A,N/A
16,1,1,A,1188.39856,1190.101563,1.991999984,-38.00274277,0.703125,1189.101685,-18.47149277,0,1188.39856,Not found,-19.00137138,Not found,Not found,0.582053244,0.625409842,-42.06730652,0.25390625,26.04166603,0.6484375,Not found,Not found,Not found,Not found,-53.86106873,77.52839661,12.89850044,N/A,N/A
16,1,1,A,1481,1482.304688,1.991999984,-38.61309433,0.6015625,1481.601563,-17.8611412,0,1481,Not found,-19.30654716,Not found,Not found,0.752193511,0.404969782,-52.08333206,0.25,30.04807663,0.55078125,Not found,Not found,Not found,Not found,-40.80789948,3.418804169,292.499939,N/A,N/A
16,1,1,A,1597,1598.390747,1.991999984,-38.61309433,0.6015625,1597.601563,-16.03008652,0,1597,Not found,-19.30654716,Not found,Not found,0.401312232,1.124342561,-54.08654022,0.15234375,26.04166603,0.1484375,Not found,Not found,Not found,Not found,-42.50973511,8.620689392,116,N/A,N/A
16,1,1,A,1839.5,1841.101563,1.991999984,-34.95098495,0.5,1840,-18.47149277,0,1839.5,Not found,-17.47549248,Not found,Not found,0.321879864,6.300704002,-48.07692337,0.15234375,18.02884674,0.65234375,Not found,Not found,Not found,Not found,-47.22622299,4.125439167,242.3984375,N/A,N/A
16,1,1,A,1899,1900.703003,1.991999984,-44.71660995,0.703125,1899.703125,-6.26446104,0,1899,Not found,-22.35830498,0.213813707,Not found,0.571618617,2.174609184,-78.125,0.25,32.55208206,0.546875,Not found,Not found,Not found,Not found,-55.21051788,16.74954224,59.703125,N/A,N/A
16,1,1,A,1997.10144,1998.601563,1.991999984,-46.54766464,0.6015625,1997.703003,-8.095515251,0,1997.10144,Not found,-23.27383232,0.194429606,Not found,0.727384508,0.876474857,-91.14583588,0.1484375,48.07692337,0.44921875,Not found,Not found,Not found,Not found,-50.50959015,10.20408821,97.99993896,N/A,N/A
16,1,1,A,2055.5,2056.804688,1.991999984,-42.2752037,0.5,2056,-15.419734,0,2055.5,Not found,-21.13760185,Not found,Not found,0.321046233,0.768138587,-78.125,0.15234375,30.04807663,0.34765625,Not found,Not found,Not found,Not found,-43.79290009,17.15356064,58.29693604,N/A,N/A
16,1,1,A,2217.398438,2218.804688,1.991999984,-41.66485214,0.5,2217.898438,-8.705866814,0,2217.398438,Not found,-20.83242607,0.141294792,Not found,0.406631172,2.069598198,-90.1442337,0.15234375,26.04166603,0.3515625,Not found,Not found,Not found,Not found,-44.23363113,6.176709652,161.8984985,N/A,N/A
16,1,1,A,2250.898438,2252.601563,1.991999984,-33.11993027,1,2251.898438,-20.91289902,0,2250.898438,Not found,-16.55996513,Not found,Not found,0.251157552,0.183621094,-30.04807663,0.15234375,24.03846169,0.55078125,Not found,Not found,Not found,Not found,-51.48641968,29.41176414,34,N/A,N/A
16,1,1,A,2316.5,2318.601563,1.991999984,-61.19610214,0.703125,2317.203125,-11.75762463,0,2316.5,1.517742157,-30.59805107,0.244104967,1.761847138,0.923473656,127.6715469,-117.1875,0.25,36.05769348,0.44921875,Not found,Not found,Not found,Not found,-86.86987305,15.31285095,65.30462646,N/A,N/A
16,1,1,A,2464,2465.890869,1.991999984,-39.83379745,0.6015625,2464.601563,-14.80938244,0,2464,Not found,-19.91689873,Not found,Not found,0.301965058,1.249467611,-72.11538696,0.05078125,18.02884674,0.24609375,Not found,Not found,Not found,Not found,-59.67528152,6.784332275,147.3984375,N/A,N/A
16,1,1,A,2564,2565.5,1.991999984,-47.76836777,0.6015625,2564.601563,-5.654109478,0,2564,Not found,-23.88418388,0.214800954,Not found,0.690927625,1.558604002,-97.65625,0.25,36.05769348,0.34765625,Not found,Not found,Not found,Not found,-49.97076416,10,100,N/A,N/A
16,1,1,A,2571.5,2573.390869,1.991999984,-37.3923912,1.203125,2572.703125,-19.08184433,0,2571.5,Not found,-18.6961956,Not found,Not found,0.791445255,0.351879507,-42.06730652,0.05078125,32.55208206,0.546875,Not found,Not found,Not found,Not found,-58.76452255,123.4329834,8.1015625,N/A,N/A
16,1,1,A,2614,2615.703125,1.991999984,-40.44414902,0.5,2614.5,-19.08184433,0,2614,Not found,-20.22207451,Not found,Not found,0.698483348,0.767847121,-65.10416412,0.25,24.03846169,0.84765625,Not found,Not found,Not found,Not found,-56.81745911,23.92523384,41.796875,N/A,N/A
16,1,1,A,2645.398438,2646.804688,1.991999984,-47.1580162,0.6015625,2646,-9.316218376,0,2645.398438,Not found,-23.5790081,0.145581797,Not found,0.324170977,1.282833099,-102.1634598,0.15234375,36.05769348,0.44921875,Not found,Not found,Not found,Not found,-48.94001389,31.74596786,31.50006294,N/A,N/A
16,1,1,A,2686,2688.390869,1.991999984,-55.09258652,1.1015625,2687.101563,-18.47149277,0,2686,2.133763313,-27.54629326,0.142764315,2.276527643,0.389025569,3.022262812,-72.11538696,0.15234375,36.05769348,0.44921875,Not found,Not found,Not found,Not found,-101.0784607,24.33001137,41.10150146,N/A,N/A
16,1,1,A,3222.5,3224,1.991999984,-48.37871933,0.703125,3223.203125,-3.212703228,0,3222.5,Not found,-24.18935966,0.254787624,Not found,0.629752934,0.693972886,-110.6770859,0.25,45.57291794,0.546875,-89.71880341,0.46354872,Not found,Not found,-50.04228973,1.865318179,536.1015625,N/A,N/A
16,1,1,A,3547.601563,3549.703125,1.991999984,-54.48223495,0.796875,3548.398438,-4.433406353,0,3547.601563,1.640873909,-27.24111748,0.311022967,1.951896906,1.012884855,2.911399126,-102.1634598,0.34765625,30.04807663,0.55078125,-83.237854,0.557874143,Not found,Not found,-77.99593353,3.075075626,325.1952515,N/A,N/A
16,1,1,A,3788.5,3790.203125,1.991999984,-49.59942245,0.703125,3789.203125,-12.36797619,0,3788.5,Not found,-24.79971123,0.227414563,Not found,1.077728987,1.397514224,-84.63541412,0.25,36.05769348,0.34765625,Not found,Not found,Not found,Not found,-60.72275543,4.152741909,240.8047485,N/A,N/A
16,1,1,A,3943,3945.203125,1.991999984,-41.66485214,1.296875,3944.296875,-16.03008652,0,3943,Not found,-20.83242607,Not found,Not found,1.141298771,5.712042332,-48.07692337,0.05078125,26.04166603,0.453125,Not found,Not found,Not found,Not found,-67.62677002,6.447712898,155.09375,N/A,N/A
16,1,1,A,4020.398438,4022.101563,1.991999984,-56.31328964,0.8046875,4021.203125,-14.19903088,0,4020.398438,1.379862309,-28.15664482,0.173150674,1.553012967,0.468814909,2.404574633,-84.13461304,0.15234375,48.07692337,0.44921875,Not found,Not found,Not found,Not found,-69.16277313,13.00283337,76.90631104,N/A,N/A
16,1,1,A,4242.398438,4243.703125,1.991999984,-41.05450058,0.5,4242.898438,-16.64043808,0,4242.398438,Not found,-20.52725029,Not found,Not found,0.340670317,3.574669361,-72.11538696,0.15234375,26.04166603,0.3515625,Not found,Not found,Not found,Not found,-41.9284668,4.510695457,221.6953125,N/A,N/A
16,1,1,A,4337.601563,4339.203125,1.991999984,-44.71660995,0.6953125,4338.296875,-3.212703228,0,4337.601563,Not found,-22.35830498,0.251971871,Not found,0.651270747,1.114784241,-90.1442337,0.24609375,36.05769348,0.55078125,-81.20505524,0.475367934,Not found,Not found,-50.26367569,10.48236561,95.39831543,N/A,N/A
16,1,1,A,4346.898438,4348.5,1.991999984,-47.76836777,0.6015625,4347.5,-12.97832775,0,4346.898438,Not found,-23.88418388,0.144132808,Not found,0.471002996,1.085188985,-84.13461304,0.15234375,32.55208206,0.75,Not found,Not found,Not found,Not found,-58.12195206,108.6572647,9.203249931,N/A,N/A
16,1,1,A,4386.5,4389,1.991999984,-45.32696152,1.203125,4387.703125,-16.64043808,0,4386.5,Not found,-22.66348076,0.116257809,Not found,1.402048945,0.795171082,-54.08654022,0.05078125,30.04807663,0.84765625,Not found,Not found,Not found,Not found,-85.16970825,24.8737278,40.20306396,N/A,N/A
16,1,1,A,4417.898438,4419.203125,1.991999984,-37.3923912,0.5,4418.398438,-14.80938244,0,4417.898438,Not found,-18.6961956,Not found,Not found,0.514499485,0.42439878,-60.09615326,0.05078125,30.04807663,0.65234375,Not found,Not found,Not found,Not found,-39.42984009,32.57819748,30.69537544,N/A,N/A
16,1,1,A,4571,4573.390625,1.991999984,-38.00274277,1.703125,4572.703125,-11.75762463,0,4571,Not found,-19.00137138,0.150669917,Not found,0.334547579,0.712912679,-48.07692337,0.15234375,30.04807663,0.34765625,Not found,Not found,Not found,Not found,-70.7563858,6.480687141,154.3046265,N/A,N/A
16,1,1,A,4745.5,4747.101563,1.991999984,-45.93731308,0.6015625,4746.101563,-18.47149277,0,4745.5,Not found,-22.96865654,0.139571175,Not found,2.85966301,0.634951115,-71.61458588,0.25,39.0625,0.6484375,Not found,Not found,Not found,Not found,-56.68667221,5.767064571,173.3984375,N/A,N/A
17,1,1,A,378.8984985,381.203064,1.991999984,-59.36504745,0.8046875,379.703186,-6.26446104,0,378.8984985,1.718219042,-29.68252373,0.235463277,1.953682303,0.42866078,2.169425726,-120.1923065,0.25390625,42.06730652,0.74609375,Not found,Not found,Not found,Not found,-97.05919647,N/A,Not found,N/A,N/A
17,1,1,A,385.8984985,387.3907471,1.991999984,-36.17168808,0.5,386.3984985,-13.58867931,0,385.8984985,Not found,-18.08584404,Not found,Not found,0.254254311,1.931946039,-72.11538696,0.15234375,13.02083302,0.3515625,Not found,Not found,Not found,Not found,-44.55263901,149.3582306,6.6953125,N/A,N/A
17,1,1,A,405,407.1015625,1.991999984,-67.90996552,0.796875,405.796875,-0.160945311,0,405,1.395860195,-33.95498276,0.355905563,1.751765847,1.629177928,7.530762196,-138.2211609,0.34765625,52.08333206,0.453125,-117.3995819,0.481837004,Not found,Not found,-88.51019287,51.55070877,19.39837456,N/A,N/A
17,1,1,A,694.7969971,696.500061,1.991999984,-46.54766464,0.6015625,695.3985596,-12.36797619,0,694.7969971,Not found,-23.27383232,0.148065627,Not found,0.455758899,0.93845278,-90.1442337,0.15234375,30.04807663,0.55078125,Not found,Not found,Not found,Not found,-60.36512756,3.453018665,289.6016846,N/A,N/A
17,1,1,A,1043.5,1045.000122,1.991999984,-37.3923912,0.6015625,1044.101563,-18.47149277,0,1043.5,Not found,-18.6961956,Not found,Not found,0.261566073,1.110639691,-60.09615326,0.05078125,24.03846169,0.44921875,Not found,Not found,Not found,Not found,-47.04298401,2.867769957,348.7030029,N/A,N/A
17,1,1,A,1513.5,1515.101563,1.991999984,-53.26153183,0.6015625,1514.101563,-9.926569939,0,1513.5,Not found,-26.63076591,0.162329763,Not found,0.39082697,1.586432695,-114.1826935,0.15234375,36.05769348,0.34765625,Not found,Not found,Not found,Not found,-61.92711258,2.127659559,470,N/A,N/A
17,1,1,A,1679.296997,1681.000122,1.991999984,-45.93731308,0.5,1679.796997,-17.25078964,0,1679.296997,Not found,-22.96865654,Not found,Not found,0.385713279,1.69832921,-78.125,0.05078125,26.04166603,0.453125,Not found,Not found,Not found,Not found,-61.05177307,6.035169125,165.6954346,N/A,N/A
17,1,1,A,1742.10144,1744.203003,1.991999984,-42.2752037,0.796875,1742.898315,-6.874812603,0,1742.10144,Not found,-21.13760185,0.223819003,Not found,0.526191056,0.91800499,-72.11538696,0.24609375,30.04807663,0.75390625,Not found,Not found,Not found,Not found,-68.59747314,15.84751511,63.10137558,N/A,N/A
17,1,1,A,1758.796997,1760.101563,1.991999984,-33.73028183,0.5,1759.296997,-14.80938244,0,1758.796997,Not found,-16.86514091,Not found,Not found,0.218189999,0.449119329,-72.11538696,0.05078125,24.03846169,0.65234375,Not found,Not found,Not found,Not found,-37.65123749,60.98072433,16.39862442,N/A,N/A
17,1,1,A,1911.39856,1912.890747,1.991999984,-33.11993027,0.703125,1912.101685,-24.57500839,0,1911.39856,Not found,-16.55996513,Not found,Not found,1.359628916,0.17063874,-24.03846169,0.44921875,26.04166603,0.6484375,Not found,Not found,Not found,Not found,-44.47157669,6.544304371,152.8046265,N/A,N/A
17,1,1,A,2097.601563,2099.5,1.991999984,-32.5095787,1.1015625,2098.703125,-19.69219589,0,2097.601563,Not found,-16.25478935,Not found,Not found,4.146524906,0.13621667,-30.04807663,0.05078125,19.53125,0.546875,Not found,Not found,Not found,Not found,-53.66362381,5.359015465,186.6014404,N/A,N/A
17,1,1,A,2154.601563,2156.601563,1.991999984,-55.09258652,0.796875,2155.398438,-8.095515251,0,2154.601563,1.594051719,-27.54629326,0.289690435,1.883742213,0.965834737,1.289054036,-96.15384674,0.24609375,39.0625,0.8515625,Not found,Not found,Not found,Not found,-77.74117279,17.63814163,56.6953125,N/A,N/A
17,1,1,A,2188.797119,2190.304688,1.991999984,-40.44414902,0.5,2189.297119,-19.69219589,0,2188.797119,Not found,-20.22207451,Not found,Not found,0.537294209,0.687017441,-54.08654022,0.05078125,30.04807663,0.75390625,Not found,Not found,Not found,Not found,-50.05308533,29.49972153,33.89862442,N/A,N/A
17,1,1,A,2445,2447,1.991999984,-48.98907089,0.796875,2445.796875,-6.874812603,0,2445,Not found,-24.49453545,0.248969957,Not found,0.686024189,1.984536767,-78.125,0.25,30.04807663,0.55078125,Not found,Not found,Not found,Not found,-71.4135437,3.898637295,256.4998779,N/A,N/A
17,1,1,A,2537.398438,2538.703125,1.991999984,-43.49590683,0.703125,2538.101563,-17.25078964,0,2537.398438,Not found,-21.74795341,Not found,Not found,0.361300737,0.402969778,-60.09615326,0.15234375,42.06730652,0.24609375,Not found,Not found,Not found,Not found,-45.10420227,10.83367825,92.30474854,N/A,N/A
17,1,1,A,2545.5,2546.890869,1.991999984,-41.66485214,0.6015625,2546.101563,-11.75762463,0,2545.5,Not found,-20.83242607,0.155742899,Not found,0.602300882,1.133602262,-78.125,0.25,32.55208206,0.6484375,Not found,Not found,Not found,Not found,-43.67798615,125.0009766,7.999937534,N/A,N/A
17,1,1,A,2583,2584.890869,1.991999984,-45.32696152,0.796875,2583.796875,-3.82305479,0,2583,Not found,-22.66348076,0.255813539,Not found,0.546100616,0.933112681,-91.14583588,0.25,30.04807663,0.75390625,-72.8195343,0.54868269,Not found,Not found,-63.16572952,26.5284977,37.6953125,N/A,N/A
17,1,1,A,2669.398438,2671.304688,1.991999984,-39.83379745,1.3046875,2670.703125,-16.03008652,0,2669.398438,Not found,-19.91689873,Not found,Not found,0.520055652,0.386985362,-60.09615326,0.05078125,36.05769348,0.44921875,Not found,Not found,Not found,Not found,-58.31880951,11.50664425,86.90631104,N/A,N/A
17,1,1,A,2950,2952.804688,1.991999984,-56.9236412,0.8984375,2950.898438,-6.874812603,0,2950,2.333618641,-28.4618206,0.323188692,2.656807184,1.052040696,1.368962526,-84.63541412,0.25,26.04166603,1.3515625,Not found,Not found,Not found,Not found,-116.4897232,3.568939924,280.1952515,N/A,N/A
17,1,1,A,2994.5,2996.304688,1.991999984,-41.05450058,0.796875,2995.296875,-12.97832775,0,2994.5,Not found,-20.52725029,0.128286451,Not found,0.506899834,0.371411681,-60.09615326,0.05078125,36.05769348,0.85546875,Not found,Not found,Not found,Not found,-59.2466011,22.52331543,44.3984375,N/A,N/A
17,1,1,A,3042.797119,3044.703125,1.991999984,-45.93731308,0.5,3043.297119,-17.8611412,0,3042.797119,Not found,-22.96865654,Not found,Not found,0.479937106,4.287649155,-78.125,0.15234375,26.04166603,0.453125,Not found,Not found,Not found,Not found,-68.18933868,20.83327866,48.00012589,N/A,N/A
17,1,1,A,3543.297119,3544.703125,1.991999984,-39.22344589,0.5,3543.797119,-17.8611412,0,3543.297119,Not found,-19.61172295,Not found,Not found,0.338503599,1.55621779,-66.1057663,0.05078125,18.02884674,0.25390625,Not found,Not found,Not found,Not found,-45.0442543,1.998002052,500.5,N/A,N/A
17,1,1,A,3666.101563,3668.101563,1.991999984,-42.2752037,0.6953125,3666.796875,-6.26446104,0,3666.101563,Not found,-21.13760185,0.205237716,Not found,0.471207261,0.411657065,-84.63541412,0.1484375,32.55208206,0.953125,Not found,Not found,Not found,Not found,-66.15402985,8.130093575,122.9998093,N/A,N/A
17,1,1,A,3886.898438,3888.304688,1.991999984,-38.00274277,0.5,3887.398438,-15.419734,0,3886.898438,Not found,-19.00137138,Not found,Not found,0.320637047,0.457047284,-66.1057663,0.15234375,24.03846169,0.65234375,Not found,Not found,Not found,Not found,-44.06673813,4.533056736,220.6016846,N/A,N/A
17,1,1,A,4181.601563,4183.390625,1.991999984,-41.66485214,0.6953125,4182.296875,-17.25078964,0,4181.601563,Not found,-20.83242607,0.126582414,Not found,1.416602612,0.489793211,-48.07692337,0.24609375,30.04807663,0.85546875,Not found,Not found,Not found,Not found,-59.76383972,3.390999317,294.8983154,N/A,N/A
17,1,1,A,4205.796875,4207.390625,1.991999984,-42.88555527,0.703125,4206.5,-12.97832775,0,4205.796875,Not found,-21.44277763,0.118811078,Not found,0.372549981,1.017077804,-72.11538696,0.05078125,26.04166603,0.75,Not found,Not found,Not found,Not found,-53.75286865,41.31665802,24.20331192,N/A,N/A
17,1,1,A,4376.5,4378,1.991999984,-36.78203964,0.703125,4377.203125,-12.97832775,0,4376.5,Not found,-18.39101982,0.125279292,Not found,0.53945446,0.40818584,-52.08333206,0.25,24.03846169,0.64453125,Not found,Not found,Not found,Not found,-44.42514801,5.858128071,170.7030029,N/A,N/A
17,1,1,A,4621.296875,4622.601563,1.991999984,-38.00274277,0.6015625,4621.898438,-16.03008652,0,4621.296875,Not found,-19.00137138,Not found,Not found,0.330654532,0.50989306,-60.09615326,0.05078125,24.03846169,0.55078125,Not found,Not found,Not found,Not found,-40.82697296,4.086712837,244.6954346,N/A,N/A
17,1,1,A,4670.898438,4672.5,1.991999984,-39.22344589,0.6015625,4671.5,-16.64043808,0,4670.898438,Not found,-19.61172295,Not found,Not found,0.314171553,0.394723356,-60.09615326,0.15234375,26.04166603,0.75,Not found,Not found,Not found,Not found,-52.88151169,20.16068077,49.60150146,N/A,N/A
18,1,1,A,92.5,93.89074707,1.991999984,-51.43047714,0.6015625,93.1015625,-8.095515251,0,92.5,Not found,-25.71523857,0.184414521,Not found,0.472367227,0.837599039,-110.6770859,0.25,48.07692337,0.44921875,Not found,Not found,Not found,Not found,-51.88912201,N/A,Not found,N/A,N/A
18,1,1,A,335.7969971,337.804657,1.991999984,-33.73028183,0.90625,336.7032471,-19.08184433,0,335.7969971,Not found,-16.86514091,Not found,Not found,0.182470351,1.517500997,-48.07692337,0.05078125,18.02884674,0.94921875,Not found,Not found,Not found,Not found,-60.56675339,4.105062008,243.6016846,N/A,N/A
18,1,1,A,636.1015015,637.6015625,1.991999984,-38.00274277,0.6953125,636.796814,-10.5369215,0,636.1015015,Not found,-19.00137138,0.117484264,Not found,0.328111887,1.090530872,-72.11538696,0.05078125,26.04166603,0.453125,Not found,Not found,Not found,Not found,-44.94013214,3.332293987,300.0935669,N/A,N/A
18,1,1,A,744.3984985,745.703064,1.991999984,-38.00274277,0.5,744.8984985,-9.926569939,0,744.3984985,Not found,-19.00137138,0.10834495,Not found,0.326364458,6.319198132,-84.13461304,0.05078125,24.03846169,0.15234375,Not found,Not found,Not found,Not found,-38.07562256,9.250549316,108.1016846,N/A,N/A
18,1,1,A,885.7969971,887.203064,1.991999984,-31.28887558,0.5,886.2969971,-20.30254745,0,885.7969971,Not found,-15.64443779,Not found,Not found,0.401184469,1.03142488,-36.05769348,0.05078125,12.01923084,0.15234375,Not found,Not found,Not found,Not found,-39.13147354,7.072210789,141.3984985,N/A,N/A
