Trace,Search,Category,State,Event start,End,baseline pa,peak amp,time to peak,time of peak,antipeak a,time to antipeak,time of antipeak,half width,half amplitude,time to rise,time to decay,rise tau,decay tau,max rise slope,time to max rise slope,max decay,time to max decay slope,rise slope 10% to 90%,decay slope 90% to 10%,decay time,area pH,area pA,instant freq,interevent interval,sd of fit,template
30,1,1,A,3311.797119,3314.515625,1.991999984,-39.83379745,0.609375,3312.406494,-10.5369215,0,3311.797119,Not found,-19.91689873,0.143501207,Not found,0.441741526,0.289283663,-78.125,0.15625,19.53125,0.046875,Not found,Not found,Not found,Not found,-80.14566803,1.909080029,523.8125,N/A,N/A
30,1,1,A,3695.093994,3696.390869,1.991999984,-35.56133652,0.703125,3695.797119,-25.18535995,0,3695.093994,Not found,-17.78066826,Not found,Not found,0.386745542,0.275054365,-27.9017849,0.5546875,32.55208206,0.453125,Not found,Not found,Not found,Not found,-38.92790222,2.608304977,383.3907471,N/A,N/A
30,1,1,A,3771,3772.8125,1.991999984,-55.70293808,0.703125,3771.703125,-10.5369215,0,3771,1.415510535,-27.85146904,0.222860277,1.638370752,0.622756302,11.58138943,-104.1666641,0.25,45.57291794,0.546875,Not found,Not found,Not found,Not found,-69.95761871,13.17418957,75.90599823,N/A,N/A
30,1,1,A,4435,4436.687988,1.991999984,-47.1580162,0.59375,4435.59375,-12.97832775,0,4435,Not found,-23.5790081,0.138914749,Not found,0.456274152,0.999336123,-84.63541412,0.25,32.55208206,0.859375,Not found,Not found,Not found,Not found,-61.04925919,1.506272197,663.890625,N/A,N/A
30,1,1,A,4577.5,4579.09375,1.991999984,-46.54766464,0.59375,4578.09375,-12.36797619,0,4577.5,Not found,-23.27383232,0.139594957,Not found,0.432498515,3.209720373,-78.125,0.1484375,39.0625,0.359375,Not found,Not found,Not found,Not found,-54.07234955,7.017543793,142.5,N/A,N/A
30,1,1,A,4895.296875,4896.59375,1.991999984,-39.22344589,0.5,4895.796875,-14.80938244,0,4895.296875,Not found,-19.61172295,Not found,Not found,0.291093856,0.665170491,-78.125,0.15625,26.04166603,0.65625,Not found,Not found,Not found,Not found,-41.27394104,3.147591352,317.7032471,N/A,N/A
30,1,1,A,4957,4958.890625,1.991999984,-55.70293808,0.703125,4957.703125,-10.5369215,0,4957,1.582964301,-27.85146904,0.205282152,1.788246393,0.506827116,2.321426153,-104.1666641,0.25,33.4821434,0.6484375,Not found,Not found,Not found,Not found,-76.05464172,16.15349007,61.90612411,N/A,N/A
30,1,1,A,4974.094238,4975.390625,1.991999984,-33.11993027,0.40625,4974.500488,-20.30254745,0,4974.094238,Not found,-16.55996513,Not found,Not found,0.31411916,0.368659645,-44.6428566,0.0546875,19.53125,0.546875,Not found,Not found,Not found,Not found,-37.96469116,59.53399658,16.79712486,N/A,N/A
31,1,1,A,47,48.59375,1.991999984,-40.44414902,0.703125,47.703125,-20.91289902,0,47,Not found,-20.22207451,Not found,Not found,1.235075951,2.183191299,-45.57291794,0.25,26.04166603,0.75,Not found,Not found,Not found,Not found,-51.12549591,N/A,Not found,N/A,N/A
31,1,1,A,69.29699707,73.18775177,1.991999984,-48.37871933,0.703125,70.00012207,-10.5369215,0,69.29699707,Not found,-24.18935966,0.218983173,Not found,0.784901917,1.778148413,-91.14583588,0.25,33.4821434,0.8515625,Not found,Not found,Not found,Not found,-145.4034729,44.84908295,22.29700089,N/A,N/A
31,1,1,A,350.7969971,352.1877441,1.991999984,-36.17168808,0.609375,351.4063721,-13.58867931,0,350.7969971,Not found,-18.08584404,Not found,Not found,0.410055131,0.377425522,-58.59375,0.25,26.04166603,0.546875,Not found,Not found,Not found,Not found,-41.12690735,3.553581238,281.40625,N/A,N/A
31,1,1,A,501.2030945,502.8124695,1.991999984,-36.17168808,1,502.2030945,-18.47149277,0,501.2030945,Not found,-18.08584404,Not found,Not found,0.586206257,0.941916883,-45.57291794,0.046875,26.04166603,0.34375,Not found,Not found,Not found,Not found,-48.49586868,6.631443977,150.7967224,N/A,N/A
31,1,1,A,808,810.8125,1.991999984,-60.58575058,0.90625,808.90625,-22.7439537,0,808,2.11665678,-30.29287529,0.269459933,2.386116505,4.009188652,2.003872633,-78.125,0.453125,39.0625,0.4453125,Not found,Not found,Not found,Not found,-115.4562454,3.260481596,306.7031555,N/A,N/A
31,1,1,A,845.7969971,848.1877441,1.991999984,-66.68926239,0.796875,846.5938721,-18.47149277,0,845.7969971,1.839235783,-33.3446312,0.232728794,2.071964502,0.909879148,56.53385544,-110.6770859,0.25,39.0625,0.65625,Not found,Not found,Not found,Not found,-111.1254196,26.53390884,37.68762589,N/A,N/A
31,1,1,A,898.7969971,900.3907471,1.991999984,-39.83379745,0.90625,899.7032471,-9.316218376,0,898.7969971,Not found,-19.91689873,0.172171757,Not found,0.434347868,0.574549913,-71.61458588,0.15625,32.55208206,0.546875,Not found,Not found,Not found,Not found,-49.07509613,18.82906723,53.109375,N/A,N/A
31,1,1,A,1216.593994,1218.3125,1.991999984,-51.43047714,0.609375,1217.203369,-17.8611412,0,1216.593994,Not found,-25.71523857,0.122847259,Not found,0.567974746,1.877872109,-84.63541412,0.15625,32.55208206,0.25,Not found,Not found,Not found,Not found,-66.43301392,3.149605036,317.5001221,N/A,N/A
31,1,1,A,1269.796997,1271.59375,1.991999984,-42.2752037,0.796875,1270.593872,-8.095515251,0,1269.796997,Not found,-21.13760185,0.215951443,Not found,0.624977887,1.701722264,-71.61458588,0.15625,26.04166603,0.65625,Not found,Not found,Not found,Not found,-56.54644775,18.72992325,53.39049911,N/A,N/A
31,1,1,A,1273,1274.8125,1.991999984,-42.2752037,0.59375,1273.59375,-18.47149277,0,1273,Not found,-21.13760185,Not found,Not found,0.33791846,0.79746902,-65.10416412,0.046875,26.04166603,0.859375,Not found,Not found,Not found,Not found,-63.13885117,333.347229,2.999875069,N/A,N/A
31,1,1,A,1723.796997,1725.515625,1.991999984,-35.56133652,0.703125,1724.500122,-17.8611412,0,1723.796997,Not found,-17.78066826,Not found,Not found,2.101400614,0.472278506,-39.0625,0.25,19.53125,0.453125,Not found,Not found,Not found,Not found,-50.98348999,2.217755318,450.9063721,N/A,N/A
31,1,1,A,1728.796997,1731.3125,1.991999984,-45.93731308,0.90625,1729.703247,-16.64043808,0,1728.796997,Not found,-22.96865654,0.154876605,Not found,0.566357017,1.461185336,-65.10416412,0.25,26.04166603,0.25,Not found,Not found,Not found,Not found,-87.02711487,192.1921997,5.203125,N/A,N/A
31,1,1,A,1821.296997,1823.890747,1.991999984,-77.06523895,0.90625,1822.203247,-5.654109478,0,1821.296997,1.754582405,-38.53261948,0.292051792,2.046634197,0.644401848,4.625169277,-143.2291718,0.25,45.57291794,0.34375,-119.1658096,0.568280399,Not found,Not found,-129.4972687,10.81081104,92.5,N/A,N/A
31,1,1,A,1837.593994,1838.890747,1.991999984,-31.89922714,0.609375,1838.203369,-23.35430527,0,1837.593994,Not found,-15.94961357,Not found,Not found,3.573961973,0.356568247,-26.04166603,0.359375,19.53125,0.546875,Not found,Not found,Not found,Not found,-36.84889221,62.49951172,16.00012589,N/A,N/A
31,1,1,A,1970,1971.390747,1.991999984,-38.00274277,0.5,1970.5,-10.5369215,0,1970,Not found,-19.00137138,0.101054177,Not found,0.318107069,0.451717615,-84.63541412,0.046875,26.04166603,0.75,Not found,Not found,Not found,Not found,-42.35714722,7.55877161,132.2966309,N/A,N/A
31,1,1,A,2080.203125,2082.09375,1.991999984,-57.53399277,0.703125,2080.90625,-12.97832775,0,2080.203125,1.515796185,-28.76699638,0.227300957,1.743097067,0.916107714,3.8141644,-97.65625,0.25,39.0625,0.4453125,Not found,Not found,Not found,Not found,-76.7794342,9.057459831,110.4062271,N/A,N/A
31,1,1,A,2289.5,2293.687744,1.991999984,-61.19610214,2.703125,2292.203125,-14.80938244,1.90625,2291.40625,1.808218241,-30.59805107,2.194871902,4.003090382,0.619773507,2.55327487,-104.1666641,2.25,39.0625,0.34375,Not found,Not found,Not found,Not found,-144.6311035,4.732676983,211.2969055,N/A,N/A
31,1,1,A,2296.297119,2299.09375,1.991999984,-69.13066864,1,2297.297119,-6.874812603,0,2296.297119,1.745620966,-34.56533432,0.394351125,2.13997221,1.775484204,5.811117172,-91.14583588,0.25,45.57291794,0.65625,-76.71650696,0.771662652,Not found,Not found,-121.9005661,196.3141937,5.093874931,N/A,N/A
31,1,1,A,2436.297119,2437.890869,1.991999984,-41.05450058,0.703125,2437.000244,-5.043757915,0,2436.297119,Not found,-20.52725029,0.205779955,Not found,0.476562172,1.89470458,-84.63541412,0.25,26.04166603,0.453125,Not found,Not found,Not found,Not found,-48.57918549,7.158036232,139.703125,N/A,N/A
31,1,1,A,2551.093994,2552.390869,1.991999984,-32.5095787,0.609375,2551.703369,-14.19903088,0,2551.093994,Not found,-16.25478935,Not found,Not found,0.257172257,0.750155926,-58.59375,0.15625,16.7410717,0.1484375,Not found,Not found,Not found,Not found,-35.43745422,8.718149185,114.7032471,N/A,N/A
31,1,1,A,2701.703125,2703.015625,1.991999984,-41.66485214,0.5,2702.203125,-15.419734,0,2701.703125,Not found,-20.83242607,Not found,Not found,0.302746236,0.390944898,-84.63541412,0.046875,32.55208206,0.546875,Not found,Not found,Not found,Not found,-44.29960251,6.644530296,150.4997253,N/A,N/A
31,1,1,A,2787,2788.59375,1.991999984,-47.76836777,0.59375,2787.59375,-19.08184433,0,2787,Not found,-23.88418388,Not found,Not found,0.486982256,8.657234192,-78.125,0.25,39.0625,0.359375,Not found,Not found,Not found,Not found,-57.12410736,11.71088409,85.39064789,N/A,N/A
31,1,1,A,2827.093994,2828.390869,1.991999984,-37.3923912,0.609375,2827.703369,-12.36797619,0,2827.093994,Not found,-18.6961956,Not found,Not found,0.368359298,0.354124695,-71.61458588,0.15625,26.04166603,0.546875,Not found,Not found,Not found,Not found,-39.36659241,24.93167114,40.10962677,N/A,N/A
31,1,1,A,2941.093994,2942.515625,1.991999984,-42.88555527,0.609375,2941.703369,-12.36797619,0,2941.093994,Not found,-21.44277763,0.115188532,Not found,0.314859897,0.626024961,-91.14583588,0.15625,33.4821434,0.6484375,Not found,Not found,Not found,Not found,-47.83626556,8.771929741,114,N/A,N/A
31,1,1,A,2986.703125,2988.515625,1.991999984,-37.3923912,0.796875,2987.5,-16.03008652,0,2986.703125,Not found,-18.6961956,Not found,Not found,0.314865202,1.657007456,-65.10416412,0.046875,22.3214283,0.3515625,Not found,Not found,Not found,Not found,-56.45359421,21.83568192,45.79660034,N/A,N/A
31,1,1,A,3252.5,3254.09375,1.991999984,-41.05450058,0.703125,3253.203125,-13.58867931,0,3252.5,Not found,-20.52725029,0.097776681,Not found,0.358073711,0.788814247,-71.61458588,0.046875,26.04166603,0.75,Not found,Not found,Not found,Not found,-52.24129486,3.76359868,265.7031555,N/A,N/A
31,1,1,A,3296.093994,3297.390869,1.991999984,-41.66485214,0.609375,3296.703369,-16.64043808,0,3296.093994,Not found,-20.83242607,Not found,Not found,0.289941281,5.699140072,-72.54463959,0.0546875,32.55208206,0.25,Not found,Not found,Not found,Not found,-42.51371765,22.9883728,43.50025177,N/A,N/A
31,1,1,A,3406.593994,3408.015625,1.991999984,-42.88555527,0.609375,3407.203369,-16.64043808,0,3406.593994,Not found,-21.44277763,Not found,Not found,0.396942109,1.685946584,-71.61458588,0.15625,26.04166603,0.25,Not found,Not found,Not found,Not found,-48.17958832,9.04977417,110.5,N/A,N/A
31,1,1,A,3826.203125,3827.59375,1.991999984,-39.83379745,0.59375,3826.796875,-12.97832775,0,3826.203125,Not found,-19.91689873,0.097776681,Not found,0.406153113,0.523364067,-71.61458588,0.046875,32.55208206,0.65625,Not found,Not found,Not found,Not found,-44.34078979,2.383259296,419.5934753,N/A,N/A
31,1,1,A,4081.797119,4083.515625,1.991999984,-43.49590683,0.5,4082.297119,-11.75762463,0,4081.797119,Not found,-21.74795341,0.125233173,Not found,0.456871539,29.3231945,-91.14583588,0.15625,26.04166603,0.25,Not found,Not found,Not found,Not found,-56.23823547,3.913892031,255.5001526,N/A,N/A
31,1,1,A,4131.796875,4134.015625,1.991999984,-49.59942245,0.796875,4132.59375,-22.13360214,0,4131.796875,Not found,-24.79971123,0.1151274,Not found,1.969175816,11.25659084,-58.59375,0.453125,32.55208206,0.453125,Not found,Not found,Not found,Not found,-83.1646347,19.88195038,50.296875,N/A,N/A
31,1,1,A,4225.094238,4226.390625,1.991999984,-36.78203964,0.703125,4225.797363,-16.03008652,0,4225.094238,Not found,-18.39101982,Not found,Not found,0.404454708,2.155758381,-50.2232132,0.0546875,26.04166603,0.15625,Not found,Not found,Not found,Not found,-38.79438782,10.72923946,93.20324707,N/A,N/A
31,1,1,A,4290.094238,4292.09375,1.991999984,-45.32696152,0.703125,4290.797363,-8.705866814,0,4290.094238,Not found,-22.66348076,0.171050966,Not found,0.379747897,1.575228095,-97.65625,0.15625,32.55208206,0.25,Not found,Not found,Not found,Not found,-66.52596283,15.38461494,65,N/A,N/A
31,1,1,A,4327.796875,4331.687988,1.991999984,-47.1580162,1,4328.796875,-14.19903088,0,4327.796875,Not found,-23.5790081,0.165293261,Not found,0.683499932,0.574002504,-58.59375,0.15625,26.04166603,0.25,Not found,Not found,Not found,Not found,-130.3831024,26.31587601,37.99987411,N/A,N/A
31,1,1,A,4392.296875,4394.515625,1.991999984,-44.10625839,0.703125,4393,-6.874812603,0,4392.296875,Not found,-22.0531292,0.225532457,Not found,0.754870236,6.952994347,-78.125,0.25,19.53125,0.453125,Not found,Not found,Not found,Not found,-71.56795502,15.57556629,64.203125,N/A,N/A
31,1,1,A,4614.796875,4616.59375,1.991999984,-45.32696152,0.703125,4615.5,-14.80938244,0,4614.796875,Not found,-22.66348076,0.11615745,Not found,0.381689399,1.584623456,-78.125,0.15625,26.04166603,0.546875,Not found,Not found,Not found,Not found,-63.4510498,4.494381905,222.5,N/A,N/A
31,1,1,A,4625.594238,4627.687988,1.991999984,-42.88555527,0.8125,4626.406738,-16.64043808,0,4625.594238,Not found,-21.44277763,0.119548678,Not found,0.632763326,1.43717587,-52.08333206,0.15625,26.04166603,0.84375,Not found,Not found,Not found,Not found,-70.22223663,91.68949127,10.90637493,N/A,N/A
31,1,1,A,4767.703125,4769.390625,1.991999984,-53.26153183,0.59375,4768.296875,-7.485164165,0,4767.703125,1.357846379,-26.63076591,0.210250795,1.568097115,0.613619745,24.61490631,-117.1875,0.25,39.0625,0.25,Not found,Not found,Not found,Not found,-62.25088882,7.047695637,141.8903503,N/A,N/A
31,1,1,A,4989.5,4990.8125,1.991999984,-44.71660995,0.59375,4990.09375,-11.14727306,0,4989.5,Not found,-22.35830498,0.132892787,Not found,0.326850891,0.910784781,-84.63541412,0.046875,39.0625,0.453125,Not found,Not found,Not found,Not found,-44.47126389,4.508629322,221.7969055,N/A,N/A
32,1,1,A,56.59400177,58.09375,1.991999984,-46.54766464,0.609375,57.20337677,-18.47149277,0,56.59400177,Not found,-23.27383232,Not found,Not found,0.418472528,0.5485394,-84.63541412,0.15625,39.0625,0.546875,Not found,Not found,Not found,Not found,-55.28749847,N/A,Not found,N/A,N/A
32,1,1,A,432.5,434.3907471,1.991999984,-50.82012558,0.703125,433.203125,-9.926569939,0,432.5,Not found,-25.41006279,0.198517784,Not found,0.464271724,1.092141628,-97.65625,0.25,39.0625,0.75,Not found,Not found,Not found,Not found,-71.70588684,2.659576178,375.9997559,N/A,N/A
32,1,1,A,798.5,800.015564,1.991999984,-38.00274277,0.59375,799.09375,-19.69219589,0,798.5,Not found,-19.00137138,Not found,Not found,0.405170053,1.125352263,-52.08333206,0.046875,19.53125,0.65625,Not found,Not found,Not found,Not found,-48.10884857,2.733057261,365.890625,N/A,N/A
32,1,1,A,952.5939941,954.09375,1.991999984,-35.56133652,0.609375,953.2033691,-18.47149277,0,952.5939941,Not found,-17.78066826,Not found,Not found,0.296178043,0.744607866,-50.2232132,0.0546875,19.53125,0.34375,Not found,Not found,Not found,Not found,-45.76029205,6.48888731,154.1096191,N/A,N/A
32,1,1,A,999.2969971,1000.59375,1.991999984,-33.11993027,0.40625,999.7032471,-19.69219589,0,999.2969971,Not found,-16.55996513,Not found,Not found,0.43782258,1.367309093,-45.57291794,0.15625,13.02083302,0.34375,Not found,Not found,Not found,Not found,-37.25897217,21.50543404,46.49987411,N/A,N/A
32,1,1,A,1290.593994,1291.890747,1.991999984,-38.61309433,0.5,1291.093994,-11.14727306,0,1290.593994,Not found,-19.30654716,Not found,Not found,0.328701317,1.817681789,-84.63541412,0.15625,22.3214283,0.2578125,Not found,Not found,Not found,Not found,-38.94697571,3.431818008,291.3907471,N/A,N/A
32,1,1,A,1360.593994,1362.8125,1.991999984,-52.65118027,0.8125,1361.406494,-19.69219589,0,1360.593994,Not found,-26.32559013,0.128834933,Not found,0.723672092,3.5155406,-58.59375,0.359375,32.55208206,0.546875,Not found,Not found,Not found,Not found,-87.96161652,14.22222233,70.3125,N/A,N/A
32,1,1,A,1632.5,1634.015625,1.991999984,-49.59942245,0.59375,1633.09375,-8.705866814,0,1632.5,Not found,-24.79971123,0.18393445,Not found,0.514316559,1.031700492,-97.65625,0.25,45.57291794,0.359375,Not found,Not found,Not found,Not found,-53.90718842,3.680702686,271.6872559,N/A,N/A
32,1,1,A,1857.093994,1860.09375,1.991999984,-45.93731308,1.609375,1858.703369,-18.47149277,0,1857.093994,Not found,-22.96865654,Not found,Not found,0.593698025,7.342667103,-52.08333206,0.15625,26.04166603,0.34375,Not found,Not found,Not found,Not found,-106.7984467,4.432435036,225.6096191,N/A,N/A
32,1,1,A,2151.5,2154.187744,1.991999984,-46.54766464,1.796875,2153.296875,-22.13360214,0,2151.5,Not found,-23.27383232,Not found,Not found,0.634300113,2.076911926,-32.55208206,1.546875,32.55208206,0.25,Not found,Not found,Not found,Not found,-90.24958801,3.394508123,294.5935059,N/A,N/A
32,1,1,A,2345.797119,2347.687744,1.991999984,-44.10625839,0.703125,2346.500244,-19.08184433,0,2345.797119,Not found,-22.0531292,Not found,Not found,1.049466133,1.260926127,-58.59375,0.25,26.04166603,0.75,Not found,Not found,Not found,Not found,-65.58329773,5.175896168,193.2032471,N/A,N/A
32,1,1,A,2680.797119,2682.187744,1.991999984,-44.10625839,0.5,2681.297119,-9.926569939,0,2680.797119,Not found,-22.0531292,0.137899339,Not found,0.421288937,0.807905972,-104.1666641,0.15625,39.0625,0.75,Not found,Not found,Not found,Not found,-47.0587616,2.986885786,334.796875,N/A,N/A
32,1,1,A,2979.5,2981.515625,1.991999984,-48.98907089,0.703125,2980.203125,-14.19903088,0,2979.5,Not found,-24.49453545,0.119892024,Not found,0.382119298,3.854187012,-91.14583588,0.046875,26.04166603,0.25,Not found,Not found,Not found,Not found,-75.36903381,3.34553194,298.9061279,N/A,N/A
32,1,1,A,3084.297119,3086.3125,1.991999984,-52.65118027,0.796875,3085.093994,-8.705866814,0,3084.297119,Not found,-26.32559013,0.229027808,Not found,0.599728703,2.067299366,-91.14583588,0.25,32.55208206,0.453125,Not found,Not found,Not found,Not found,-76.7804718,9.533729553,104.8907471,N/A,N/A
32,1,1,A,3340,3341.390869,1.991999984,-37.3923912,0.5,3340.5,-14.80938244,0,3340,Not found,-18.6961956,Not found,Not found,0.255734175,0.476092577,-78.125,0.046875,26.04166603,0.75,Not found,Not found,Not found,Not found,-43.5015564,3.915332794,255.4061279,N/A,N/A
32,1,1,A,3435,3438.015625,1.991999984,-45.32696152,2.09375,3437.09375,-22.13360214,0,3435,Not found,-22.66348076,Not found,Not found,9.544032097,1.183392882,-45.57291794,1.75,32.55208206,0.453125,Not found,Not found,Not found,Not found,-101.6797333,10.35263634,96.59375,N/A,N/A
32,1,1,A,3474.797119,3476.390869,1.991999984,-42.2752037,0.796875,3475.593994,-16.64043808,0,3474.797119,Not found,-21.13760185,Not found,Not found,3.30342865,0.586270094,-44.6428566,0.0546875,39.0625,0.359375,Not found,Not found,Not found,Not found,-51.55464935,25.9739418,38.50012589,N/A,N/A
32,1,1,A,3515.5,3517.390869,1.991999984,-34.34063339,1,3516.5,-19.69219589,0,3515.5,Not found,-17.1703167,Not found,Not found,0.222942457,0.274703145,-39.0625,0.046875,19.53125,0.75,Not found,Not found,Not found,Not found,-58.03973007,24.44621658,40.90612411,N/A,N/A
32,1,1,A,3769.297119,3772.59375,1.991999984,-42.2752037,0.703125,3770.000244,-15.419734,0,3769.297119,2.034554005,-21.13760185,Not found,2.034554005,0.4513565,0.67276454,-61.38393021,0.0546875,26.04166603,0.953125,Not found,Not found,Not found,Not found,-96.76589203,3.94477129,253.5001221,N/A,N/A
32,1,1,A,4559.796875,4561.687988,1.991999984,-50.20977402,0.796875,4560.59375,-4.433406353,0,4559.796875,Not found,-25.10488701,0.282599241,Not found,0.842669666,1.824675679,-91.14583588,0.25,32.55208206,0.359375,-75.92687225,0.580909014,Not found,Not found,-66.37484741,1.264872074,790.59375,N/A,N/A
32,1,1,A,4652.296875,4653.59375,1.991999984,-39.22344589,0.5,4652.796875,-17.25078964,0,4652.296875,Not found,-19.61172295,Not found,Not found,0.318544149,37.9057045,-71.61458588,0.15625,26.04166603,0.15625,Not found,Not found,Not found,Not found,-40.9115448,10.8456192,92.203125,N/A,N/A
32,1,1,A,4690.796875,4692.59375,1.991999984,-39.22344589,0.703125,4691.5,-9.926569939,0,4690.796875,Not found,-19.61172295,0.159387678,Not found,0.452652574,2.231765509,-71.61458588,0.15625,26.04166603,0.25,Not found,Not found,Not found,Not found,-53.9047699,25.83770752,38.703125,N/A,N/A
32,1,1,A,4884.094238,4885.515625,1.991999984,-39.83379745,0.5,4884.594238,-12.97832775,0,4884.094238,Not found,-19.91689873,Not found,Not found,0.441339523,1.013659477,-78.125,0.15625,26.04166603,0.453125,Not found,Not found,Not found,Not found,-44.51747894,5.178828239,193.0938721,N/A,N/A
32,1,1,A,4921.703125,4923.015625,1.991999984,-35.56133652,0.390625,4922.09375,-17.8611412,0,4921.703125,Not found,-17.78066826,Not found,Not found,0.310242176,1.022233605,-65.10416412,0.046875,19.53125,0.453125,Not found,Not found,Not found,Not found,-39.18790817,26.66686249,37.49972534,N/A,N/A
33,1,1,A,80.29699707,82.09375,1.991999984,-38.00274277,0.90625,81.20324707,-18.47149277,0,80.29699707,Not found,-19.00137138,Not found,Not found,0.382336557,1.620796204,-52.08333206,0.15625,26.04166603,0.34375,Not found,Not found,Not found,Not found,-56.88023376,N/A,Not found,N/A,N/A
33,1,1,A,553.5939941,555.015564,1.991999984,-40.44414902,0.5,554.0939941,-11.14727306,0,553.5939941,Not found,-20.22207451,0.12396995,Not found,0.507582664,0.840744019,-78.125,0.15625,26.04166603,0.359375,Not found,Not found,Not found,Not found,-44.83219147,2.114653349,472.8907471,N/A,N/A
33,1,1,A,607.7969971,609.59375,1.991999984,-50.20977402,0.703125,608.5001221,-4.433406353,0,607.7969971,Not found,-25.10488701,0.241000846,Not found,0.617249727,9.876475334,-110.6770859,0.25,32.55208206,0.25,-90.12957001,0.488867581,Not found,Not found,-62.21127319,18.38028336,54.40612411,N/A,N/A
33,1,1,A,823,824.6877441,1.991999984,-31.89922714,1.09375,824.09375,-19.08184433,0,823,Not found,-15.94961357,Not found,Not found,0.145199656,0.22081621,-45.57291794,0.046875,26.04166603,0.453125,Not found,Not found,Not found,Not found,-48.60380936,4.638356209,215.5936279,N/A,N/A
33,1,1,A,1053.093994,1054.687744,1.991999984,-51.43047714,0.703125,1053.797119,-11.75762463,0,1053.093994,Not found,-25.71523857,0.164800957,Not found,0.444849283,2.754851341,-97.65625,0.15625,45.57291794,0.453125,Not found,Not found,Not found,Not found,-59.47968292,4.353440762,229.7033691,N/A,N/A
33,1,1,A,1366.296997,1367.687744,1.991999984,-41.66485214,0.609375,1366.906372,-16.03008652,0,1366.296997,Not found,-20.83242607,Not found,Not found,0.427880347,0.583333135,-71.61458588,0.15625,32.55208206,0.640625,Not found,Not found,Not found,Not found,-46.41026306,3.193773508,313.1092529,N/A,N/A
33,1,1,A,1543,1544.390747,1.991999984,-42.88555527,0.703125,1543.703125,-12.36797619,0,1543,Not found,-21.44277763,0.129006609,Not found,0.360755533,0.45457384,-71.61458588,0.046875,33.4821434,0.4453125,Not found,Not found,Not found,Not found,-46.65821838,5.656212807,176.7967529,N/A,N/A
33,1,1,A,1919.593994,1920.890747,1.991999984,-41.05450058,0.5,1920.093994,-19.69219589,0,1919.593994,Not found,-20.52725029,Not found,Not found,0.42904526,0.535423458,-65.10416412,0.15625,39.0625,0.65625,Not found,Not found,Not found,Not found,-43.61997986,2.656812668,376.3908691,N/A,N/A
33,1,1,A,1992,1993.390747,1.991999984,-46.54766464,0.5,1992.5,-7.485164165,0,1992,Not found,-23.27383232,0.147636354,Not found,0.38681531,1.5610677,-110.6770859,0.046875,39.0625,0.453125,Not found,Not found,Not found,Not found,-46.99200439,13.81101036,72.40599823,N/A,N/A
33,1,1,A,2174.703125,2176.687744,1.991999984,-50.82012558,0.59375,2175.296875,-14.80938244,0,2174.703125,Not found,-25.41006279,0.118309453,Not found,0.370033979,1.185432434,-91.14583588,0.046875,39.0625,0.75,Not found,Not found,Not found,Not found,-78.16780853,5.470553875,182.7968445,N/A,N/A
33,1,1,A,2362.797119,2364.390869,1.991999984,-52.0408287,0.609375,2363.406494,-14.80938244,0,2362.797119,Not found,-26.02041435,0.133464083,Not found,0.375039309,25.9268074,-110.6770859,0.15625,39.0625,0.34375,Not found,Not found,Not found,Not found,-60.93880463,5.31605196,188.1095276,N/A,N/A
33,1,1,A,2399.093994,2400.59375,1.991999984,-39.22344589,0.609375,2399.703369,-16.03008652,0,2399.093994,Not found,-19.61172295,Not found,Not found,0.714537501,0.52154249,-58.59375,0.15625,27.9017849,0.6484375,Not found,Not found,Not found,Not found,-47.11450958,27.55048561,36.29700089,N/A,N/A
33,1,1,A,2665.203125,2668.59375,1.991999984,-46.54766464,2.203125,2667.40625,-18.47149277,0,2665.203125,Not found,-23.27383232,1.634615898,Not found,1.099460721,0.940649509,-71.61458588,1.84375,27.9017849,0.9453125,Not found,Not found,Not found,Not found,-110.1610336,3.735485077,267.7028503,N/A,N/A
33,1,1,A,2890.797119,2892.687744,1.991999984,-50.20977402,0.796875,2891.593994,-22.7439537,0.109375,2890.906494,Not found,-25.10488701,0.2323149,Not found,1.184784412,1.129759312,-65.10416412,0.453125,39.0625,0.65625,Not found,Not found,Not found,Not found,-70.55194092,4.460548878,224.1876526,N/A,N/A
33,1,1,A,3318.297119,3320.3125,1.991999984,-50.20977402,0.796875,3319.093994,-7.485164165,0,3318.297119,Not found,-25.10488701,0.238231882,Not found,0.626724839,2.845386267,-84.63541412,0.25,27.9017849,0.7578125,Not found,Not found,Not found,Not found,-72.8036499,2.339181185,427.5,N/A,N/A
33,1,1,A,3358.297119,3359.687744,1.991999984,-36.17168808,0.609375,3358.906494,-23.35430527,0,3358.297119,Not found,-18.08584404,Not found,Not found,1.015455842,1.970586658,-39.0625,0.25,19.53125,0.640625,Not found,Not found,Not found,Not found,-42.92935181,25.11773872,39.8125,N/A,N/A
33,1,1,A,3764.203125,3765.687744,1.991999984,-38.00274277,0.59375,3764.796875,-17.8611412,0,3764.203125,Not found,-19.00137138,Not found,Not found,0.495042503,2.070399284,-52.08333206,0.25,22.3214283,0.3515625,Not found,Not found,Not found,Not found,-45.81499863,2.463718891,405.8904724,N/A,N/A
33,1,1,A,3779.5,3781.515625,1.991999984,-39.83379745,0.59375,3780.09375,-11.14727306,0,3779.5,Not found,-19.91689873,0.115334734,Not found,0.33820045,1.537835002,-78.125,0.046875,19.53125,0.65625,Not found,Not found,Not found,Not found,-64.41131592,65.37271881,15.2968998,N/A,N/A
